Fz,FC3,FC1,FCZ,FC2,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CP1,CPZ,CP2,CP4,P1,Pz,P2,POZ,23,24,25
16.309,16.699,18.799,16.846,13.867,11.426,10.059,12.842,11.963,13.623,11.084,9.2773,7.1777,10.205,8.8867,9.4238,9.7656,9.668,5.5664,7.1777,6.6406,5.0781,9.2773,9.7656,0.97656
18.701,19.287,19.727,18.701,14.893,14.307,11.475,14.453,11.963,14.648,11.133,10.938,6.8848,11.133,9.3262,10.645,9.8145,9.2285,5.4688,6.0547,4.834,3.418,11.23,5.8594,8.3008
18.408,17.578,19.238,16.797,14.111,11.182,11.426,11.865,10.986,11.572,10.547,8.4961,6.9336,8.1055,7.3242,6.6895,6.7871,6.4941,0.87891,1.9043,1.3672,-1.2695,10.742,13.184,-2.9297
8.2031,10.84,9.7168,8.0078,4.0527,4.7852,1.5137,4.4434,0.73242,3.3691,0.39063,2.0996,-0.24414,-1.8066,-3.8574,-2.0996,-0.58594,0.39063,-7.9102,-6.1523,-6.0547,-8.3984,6.8359,2.4414,-3.418
6.4453,9.2773,7.373,6.4941,2.0508,2.1484,3.3203,2.6367,-0.29297,0.68359,-0.63477,1.8555,2.9785,-1.709,-3.2715,-3.0762,-0.87891,1.3184,-6.6406,-6.0059,-4.7852,-5.7617,2.9297,-0.97656,-9.2773
7.7637,7.666,6.543,5.6641,2.7344,2.2461,5.0781,3.125,-0.24414,0.78125,-0.83008,0.68359,-2.4902,1.0742,-2.7832,-1.3184,-0.048828,1.2207,-4.3457,-4.7852,-3.9551,-4.541,2.4414,4.3945,-6.3477
0.097656,-1.3672,-3.1738,-4.1016,-5.4688,-6.1523,-2.9297,-6.5918,-10.156,-10.645,-10.4,-8.6426,-7.7148,-8.7402,-11.133,-12.744,-10.107,-8.8867,-14.795,-15.674,-14.746,-15.869,0.48828,0.48828,-8.3008
1.0742,-1.3672,-3.6621,-3.0273,-5.7129,-4.541,-5.2734,-6.6895,-11.035,-9.7656,-11.475,-7.959,-7.1777,-9.375,-12.695,-13.135,-11.768,-9.3262,-16.26,-16.65,-14.795,-19.189,-1.9531,-0.97656,-11.719
6.25,0,2.832,-0.87891,0.14648,-3.418,-1.0742,-4.1992,-4.834,-6.7383,-5.5664,-5.2734,-2.3926,-6.1523,-5.6641,-9.4238,-5.0293,-2.6855,-9.9121,-9.668,-7.4219,-12.402,1.4648,2.4414,-3.418
6.2988,-2.002,1.9043,-0.83008,1.3184,-0.24414,-1.5625,-4.0039,-3.2715,-6.2012,-2.5391,-2.6855,0.58594,-3.5645,-2.9785,-6.3477,-3.5156,-1.709,-8.0078,-6.7383,-4.1504,-8.0078,-8.3008,-1.9531,-13.672
2.0508,-3.6621,-2.1484,-3.9551,-3.2715,-2.0996,-2.7832,-4.1504,-6.7383,-8.3008,-6.7871,-5.5664,-3.2715,-3.0762,-6.0547,-7.1289,-5.4199,-1.7578,-8.252,-6.9824,-4.4922,-6.1523,-6.3477,-8.7891,-20.02
-1.6113,-6.2012,-5.2734,-10.547,-7.8613,-7.4707,-2.1484,-6.0547,-8.8379,-13.916,-9.3262,-8.0078,-3.125,-4.834,-6.6895,-10.059,-7.5684,-3.9551,-8.9844,-8.5938,-5.957,-5.4199,-0.48828,-3.9063,-11.719
-6.0059,-8.0566,-7.9102,-13.77,-10.4,-10.205,-1.2207,-5.8105,-9.3262,-14.6,-10.693,-8.1543,-3.2715,-4.248,-5.8105,-9.668,-8.252,-5.6641,-8.3008,-7.4219,-4.9316,-2.7832,-0.48828,-1.9531,-17.09
-5.0293,-7.0313,-7.959,-13.818,-9.4727,-9.082,1.5137,-4.2969,-8.6426,-14.453,-11.475,-11.23,-5.7617,-3.4668,-6.1035,-10.547,-9.3262,-7.959,-6.2988,-6.3477,-5.8105,-1.8066,12.207,4.8828,-3.418
-4.6387,-8.3984,-8.6426,-13.965,-10.547,-10.4,0.048828,-4.9805,-10.254,-15.674,-13.428,-14.014,-7.1289,-4.6387,-7.1777,-11.963,-14.355,-14.697,-9.8633,-10.547,-11.67,-9.0332,10.742,10.742,-4.3945
1.123,-0.39063,-1.5625,-2.3926,-2.7832,-1.0742,5.2734,3.6621,-2.1484,-3.5645,-5.8105,-6.7383,-2.6367,4.6875,-0.3418,-1.6113,-4.3457,-6.7871,-0.24414,-0.78125,-2.9785,0.83008,4.8828,13.672,2.4414
2.5391,1.0254,1.123,-0.39063,-0.53711,0.29297,6.1035,4.1504,-0.53711,-0.78125,-4.3945,-6.4941,-3.9551,5.6152,1.123,-0.097656,-2.5879,-5.6641,1.1719,1.2695,-1.709,3.4668,5.8594,9.2773,0.48828
4.3945,-1.3672,1.8066,-1.2207,0.78125,-1.5625,4.1992,0.92773,-0.097656,-2.0996,-2.4902,-7.4707,-4.1504,1.6602,1.5137,-1.0742,-4.0039,-6.6406,-0.63477,-0.43945,-2.2949,2.3926,0,8.7891,-13.672
4.3945,1.3672,3.4668,0.29297,2.8809,-0.24414,5.8105,2.5391,1.6602,0.14648,0.83008,-3.7109,-0.83008,1.4648,3.7598,1.6602,1.6113,0.39063,2.6855,4.3457,3.2227,7.5684,-6.8359,1.9531,-7.3242
-2.7832,-4.7852,-3.9551,-7.9102,-4.7852,-6.3965,-1.416,-5.7129,-5.9082,-9.1797,-5.4199,-6.4941,-2.6855,-7.373,-4.7852,-5.5176,-4.834,-2.7832,-6.2988,-3.7598,-2.6367,-0.19531,-1.9531,-8.3008,-16.602
-5.7617,-4.4434,-6.9336,-7.9102,-8.5449,-6.7871,-4.3945,-6.7383,-10.693,-10.547,-9.7168,-6.4941,-5.957,-9.5703,-10.791,-6.6406,-6.7383,-3.6621,-9.4238,-6.6406,-4.9805,-5.5176,1.9531,-2.4414,-11.719
-4.541,-3.3691,-6.8359,-6.8848,-7.2266,-3.125,-6.2988,-6.1035,-8.9844,-8.4961,-6.9336,-2.1484,0.43945,-10.01,-9.5215,-6.1035,-4.0527,0.63477,-9.9609,-6.3965,-3.9551,-7.0801,0,1.9531,0
-5.2734,-5.7129,-7.666,-5.9082,-6.8848,-2.5391,-7.9102,-6.6895,-10.4,-7.5195,-7.6172,0.39063,2.1484,-10.791,-11.133,-6.2012,-5.3223,-1.5137,-12.939,-9.082,-6.8359,-12.109,5.3711,-2.9297,-3.418
-2.0508,-3.9551,-5.5176,-4.1016,-5.2734,-0.3418,-7.4707,-6.9336,-9.8145,-6.3477,-6.3965,-0.048828,0.97656,-10.742,-11.133,-5.8105,-3.7598,0.29297,-11.963,-7.7637,-5.2246,-11.67,2.9297,-4.8828,-0.97656
2.7832,-0.78125,-2.7344,-0.43945,-2.4902,2.832,-4.1016,-3.418,-5.7129,-4.0527,-4.5898,1.5625,-0.19531,-6.8848,-7.666,-3.0762,-3.2715,0.53711,-8.5449,-6.1523,-4.5898,-9.6191,4.8828,6.3477,5.3711
4.1016,-0.48828,1.0254,0.29297,-1.1719,-0.97656,-1.9043,-3.9063,-4.9805,-4.2969,-4.4434,-2.0996,-2.9297,-6.0059,-7.0801,-4.1992,-2.5879,-0.43945,-7.8613,-6.2988,-4.7852,-8.1543,1.9531,0.97656,-0.48828
5.957,2.4902,2.1973,3.5156,0.19531,1.709,-0.29297,-1.6113,-3.8086,-2.4902,-3.418,-0.48828,-1.5625,-4.8828,-5.7617,-3.9063,-1.2207,0.73242,-5.957,-5.4688,-4.3457,-6.1035,7.3242,8.3008,4.8828
0.3418,-2.6855,-3.418,-0.63477,-2.9297,-0.48828,-4.4922,-5.8594,-8.0078,-6.1035,-5.7617,-2.1973,-3.2715,-7.0801,-8.7891,-6.2012,-6.0059,-4.4434,-10.01,-9.7656,-9.0332,-10.84,-0.48828,0,-2.4414
6.0547,2.0508,3.3691,3.4668,3.5156,1.709,2.2461,-0.87891,-0.48828,-0.048828,1.0742,0.29297,-1.0742,-2.2461,-1.709,-2.2461,1.5625,0.87891,-3.418,-1.9531,-1.3672,-2.5879,2.9297,-0.48828,0.97656
2.8809,-3.0762,-0.19531,-0.68359,-0.29297,-2.3438,-0.73242,-5.4199,-3.3203,-4.1992,-1.6113,-4.1016,-5.1758,-5.2246,-3.5645,-4.9316,-3.0762,-3.418,-5.0293,-4.1504,-4.248,-4.541,2.4414,-3.418,-10.254
-0.63477,-3.8574,-2.1484,-0.14648,-2.2461,-1.1719,-0.87891,-3.8574,-3.7109,-3.0273,-2.002,-2.5391,-5.4199,-1.5137,-1.8555,-1.5625,-1.4648,-1.9531,-1.7578,-0.92773,-1.9043,-0.78125,-1.4648,-6.3477,-8.3008
-3.5156,-7.8125,-5.5664,-6.8848,-6.7383,-6.9824,-0.19531,-6.5918,-6.6895,-8.8379,-7.1777,-9.0332,-9.1797,-2.0996,-3.2715,-6.0059,-6.3477,-7.4219,-2.3926,-3.418,-4.9316,-1.709,6.3477,-1.9531,-0.48828
-9.5703,-8.9355,-11.377,-9.668,-14.404,-11.475,-3.1738,-5.5176,-11.865,-12.256,-16.162,-14.258,-15.625,-1.709,-8.5449,-8.4473,-13.916,-15.332,-5.6641,-7.5195,-10.938,-6.2012,0.97656,-8.3008,-8.3008
-11.572,-14.063,-13.77,-14.404,-16.211,-17.188,-5.2734,-11.182,-15.625,-19.092,-19.775,-21.973,-16.309,-7.373,-11.67,-16.992,-19.189,-21.826,-9.6191,-12.305,-17.383,-11.23,2.9297,-9.2773,-6.8359
-12.549,-13.086,-17.432,-14.063,-19.238,-16.26,-6.6406,-11.377,-19.678,-20.41,-23.779,-22.754,-22.021,-7.0313,-17.09,-17.627,-23.73,-27.197,-14.307,-17.139,-21.24,-14.16,0.97656,-1.4648,-7.3242
-13.818,-15.576,-18.848,-15.234,-18.457,-14.16,-10.01,-13.525,-21.533,-19.775,-21.875,-18.896,-15.967,-9.5703,-18.506,-16.846,-19.629,-20.85,-14.063,-14.648,-16.748,-10.596,-1.4648,-9.7656,-12.695
-12.012,-18.896,-17.139,-16.846,-16.064,-15.039,-10.059,-17.139,-20.117,-21.484,-17.871,-17.139,-10.645,-12.646,-16.846,-18.848,-17.578,-16.797,-14.844,-14.6,-15.234,-9.6191,4.3945,-5.8594,-4.3945
-7.2266,-11.23,-13.086,-9.082,-11.279,-5.5664,-9.7656,-11.279,-16.504,-13.916,-13.525,-7.9102,-7.3242,-9.082,-15.576,-12.939,-12.744,-10.889,-13.428,-12.109,-11.182,-9.1309,1.9531,-8.3008,-6.3477
-5.9082,-14.209,-11.377,-10.986,-9.2285,-7.959,-10.254,-14.795,-16.162,-16.113,-12.988,-9.7168,-7.6172,-14.697,-16.504,-17.188,-13.33,-10.254,-16.895,-15.674,-13.477,-12.988,1.9531,-2.4414,-1.4648
-7.0313,-11.865,-12.402,-9.2773,-11.133,-6.2988,-10.596,-13.33,-16.992,-14.941,-13.574,-7.8613,-6.543,-13.574,-18.164,-16.26,-14.795,-11.182,-19.092,-17.627,-15.283,-15.479,9.7656,0.48828,1.4648
-12.891,-15.479,-16.943,-13.77,-17.236,-12.939,-17.578,-18.75,-22.705,-21.143,-21.68,-16.455,-16.65,-21.094,-26.074,-23.096,-22.705,-19.922,-27.344,-26.27,-24.316,-25.488,4.3945,-6.3477,-4.3945
-8.1055,-12.793,-12.402,-13.916,-13.623,-11.816,-10.4,-15.918,-18.848,-20.85,-18.066,-15.186,-12.891,-18.604,-21.924,-23.193,-20.459,-18.408,-24.707,-23.975,-22.266,-23.975,12.207,4.3945,0.97656
-9.7656,-11.279,-11.914,-14.893,-13.33,-13.379,-7.0801,-13.086,-16.748,-20.166,-17.041,-15.137,-12.207,-17.383,-18.994,-21.777,-19.336,-17.09,-24.707,-22.705,-21.24,-24.121,2.4414,3.418,-2.4414
-13.037,-10.693,-15.186,-15.088,-16.992,-13.037,-10.498,-14.063,-20.898,-19.58,-19.775,-14.111,-15.186,-19.385,-22.705,-21.387,-18.604,-16.064,-25.439,-22.9,-21.973,-23.877,3.9063,2.4414,1.9531
-10.84,-11.035,-13.916,-16.064,-15.479,-11.426,-8.0566,-13.965,-19.189,-20.752,-16.504,-11.23,-6.9336,-17.09,-19.775,-19.727,-16.455,-11.865,-22.021,-18.652,-17.041,-18.848,8.3008,1.4648,0.48828
-12.012,-11.23,-13.574,-16.064,-14.6,-11.475,-6.7871,-12.109,-17.188,-19.727,-15.283,-9.8633,-6.543,-13.916,-16.992,-16.455,-12.744,-9.4238,-17.871,-15.381,-13.721,-15.137,9.2773,3.9063,6.8359
-12.939,-11.768,-15.576,-14.014,-15.527,-10.107,-11.279,-13.135,-18.799,-16.26,-15.674,-8.7402,-9.1309,-14.014,-17.969,-14.746,-13.721,-10.986,-18.213,-16.309,-14.941,-15.088,3.418,4.8828,6.3477
-10.84,-14.795,-14.795,-16.162,-14.258,-14.6,-11.963,-18.311,-19.287,-19.727,-15.625,-13.672,-8.8379,-17.822,-18.555,-19.287,-17.041,-15.137,-21.875,-20.459,-20.117,-21.094,3.418,0.97656,0.97656
-11.719,-13.232,-15.43,-12.988,-14.014,-11.328,-15.527,-15.674,-19.482,-15.967,-15.527,-10.84,-9.082,-15.625,-17.627,-15.43,-14.355,-13.379,-18.848,-17.285,-17.92,-17.676,7.8125,4.8828,0.48828
-6.8359,-9.0332,-10.449,-5.8594,-9.6191,-9.1797,-12.012,-11.475,-12.695,-10.107,-10.889,-9.2773,-6.3965,-10.156,-11.377,-9.4727,-10.547,-10.693,-12.939,-11.67,-13.184,-10.84,5.8594,5.8594,2.4414
-3.3691,-9.5703,-9.0332,-5.2246,-7.666,-8.0566,-11.572,-13.77,-12.061,-10.498,-10.547,-10.986,-5.0781,-10.693,-10.4,-9.5703,-10.352,-10.84,-11.23,-9.6191,-11.572,-8.9355,7.8125,7.3242,7.3242
-3.9063,-10.84,-8.6914,-7.1289,-6.8848,-7.8613,-9.9121,-13.574,-10.059,-9.7656,-8.5938,-10.986,-2.4414,-9.8633,-6.9824,-8.0078,-9.9121,-12.109,-7.9102,-7.0313,-9.2773,-5.1758,8.3008,6.8359,9.7656
-6.0547,-10.84,-9.3262,-6.2988,-6.1523,-6.4453,-7.959,-10.254,-7.373,-6.543,-7.8613,-10.742,-4.6875,-5.3711,-3.1738,-4.541,-8.9844,-12.305,-3.5156,-4.1504,-7.7637,-2.6855,6.8359,2.9297,16.602
-7.9102,-13.867,-11.768,-9.8633,-6.0059,-4.7363,-8.4473,-12.256,-11.279,-9.082,-9.0332,-10.791,-5.4688,-6.6895,-5.9082,-7.7148,-9.9609,-13.379,-6.3965,-5.8594,-9.1309,-4.7363,2.4414,-1.4648,13.184
-13.477,-16.65,-16.553,-13.135,-11.719,-8.7402,-10.352,-14.6,-15.43,-12.793,-11.621,-11.475,-9.668,-7.7637,-10.156,-10.645,-13.477,-15.137,-8.5449,-9.668,-12.305,-7.8613,0.97656,1.4648,6.8359
-14.063,-17.09,-17.139,-13.867,-12.598,-10.254,-11.67,-15.625,-17.627,-14.404,-12.939,-11.865,-11.865,-9.7656,-13.721,-12.5,-13.818,-15.479,-12.158,-12.793,-13.281,-9.8633,4.8828,0.97656,8.3008
-15.283,-17.236,-17.969,-14.6,-13.965,-9.6191,-15.186,-16.65,-18.994,-14.551,-13.916,-9.9121,-12.988,-11.279,-15.674,-13.672,-14.307,-14.893,-14.551,-14.404,-14.404,-11.768,0,-4.8828,1.9531
-13.379,-13.33,-14.6,-10.449,-11.182,-7.7637,-12.939,-11.963,-14.16,-10.205,-9.7168,-5.5176,-10.986,-7.8125,-12.061,-9.6191,-9.9121,-10.84,-12.402,-11.719,-11.523,-13.281,-2.4414,0.48828,-5.3711
-13.33,-11.963,-12.109,-9.2285,-8.8379,-6.7871,-12.451,-10.01,-11.572,-6.7871,-7.4219,-3.9551,-9.4238,-6.4941,-9.2773,-7.4219,-6.0547,-6.8848,-10.742,-8.3984,-8.3496,-10.107,4.3945,-2.4414,1.4648
-7.6172,-8.7402,-7.0313,-6.25,-5.1758,-5.0781,-9.0332,-9.0332,-6.6895,-5.5176,-3.7598,-3.0762,-5.3223,-5.7129,-5.127,-4.9805,-5.2246,-5.9082,-8.7402,-5.6641,-6.2012,-7.3242,10.254,0.48828,2.4414
-6.0547,-6.0547,-5.2734,-3.7598,-3.5645,-2.8809,-9.0332,-7.5195,-5.7129,-3.5645,-4.0039,-3.2715,-9.1309,-5.4688,-5.3223,-3.1738,-3.0762,-5.5176,-6.1523,-3.0273,-4.8828,-4.4434,0.48828,1.4648,0
0.43945,2.002,1.9531,3.7598,1.7578,3.9063,-4.0039,-0.24414,0.58594,3.4668,2.0508,2.002,-2.7344,0.68359,0.78125,3.4668,1.9531,-1.0254,-0.83008,1.5625,-0.68359,-0.14648,12.207,6.3477,14.16
6.0059,4.834,7.959,7.959,6.4941,6.3477,0.19531,2.2949,6.0059,6.0059,5.7129,4.1504,2.9785,1.6113,5.4688,6.1523,4.6387,0.68359,1.9043,4.5898,2.2461,3.125,7.8125,7.8125,7.8125
6.0059,9.1797,8.9844,10.059,7.3242,7.8125,2.4414,5.7129,6.6895,8.3496,6.7383,5.957,2.002,3.2227,5.4688,7.2266,6.9824,3.5156,3.6621,7.373,5.1758,5.9082,8.7891,6.3477,6.3477
1.2695,3.9551,5.5664,4.2969,2.2949,1.0742,1.4648,1.123,4.7363,4.0039,3.8086,1.0254,-2.5391,-0.19531,4.0527,4.5898,3.1738,0.73242,1.0254,4.3945,3.125,4.6875,8.7891,3.9063,7.3242
0.48828,4.7363,4.4434,4.541,0.97656,0.68359,1.3672,2.7344,3.4668,4.1992,2.7832,1.4648,-1.8555,1.0742,3.5156,5.7617,4.8828,1.9531,3.6621,5.6641,4.3945,7.2266,4.8828,1.4648,0
-8.8867,-3.7598,-5.3711,-5.3223,-7.3242,-8.1055,-3.0273,-5.2734,-5.3223,-5.0293,-5.3711,-6.2012,-9.1309,-4.834,-4.1504,-2.9785,-3.3203,-5.127,-2.0996,-1.2695,-2.2461,1.5137,-0.97656,-13.184,-7.3242
-10.547,-2.0508,-5.6152,-2.7832,-7.7637,-6.6895,-4.1992,-3.2715,-6.6406,-2.5879,-6.1523,-4.5898,-12.354,-2.6855,-4.7852,-2.3438,-4.9805,-8.0078,-3.9551,-3.418,-4.9805,-1.4648,-0.48828,-10.742,-14.16
-7.9102,-1.1719,-4.5898,-2.002,-6.0547,-6.1523,-4.2969,-4.6875,-6.543,-3.5156,-6.7383,-7.3242,-12.012,-4.9316,-6.2012,-5.6641,-7.3242,-10.352,-5.6152,-5.8594,-7.9102,-5.127,7.8125,-7.3242,-6.3477
-10.84,-7.8125,-9.8633,-8.0078,-10.498,-10.742,-7.666,-10.547,-11.621,-10.254,-12.744,-14.648,-15.234,-9.082,-10.449,-12.158,-14.893,-17.383,-10.205,-12.5,-15.088,-11.133,-0.48828,-10.254,-8.3008
-12.549,-6.4941,-9.7168,-8.3984,-13.184,-13.477,-7.5684,-10.303,-12.305,-12.305,-15.625,-17.725,-17.92,-8.1055,-12.744,-12.988,-16.699,-20.85,-12.061,-14.746,-17.725,-13.232,7.8125,-6.3477,-1.4648
-15.039,-10.791,-12.646,-10.791,-16.895,-18.066,-12.256,-14.551,-15.283,-14.697,-20.166,-22.363,-25.049,-11.621,-15.771,-17.676,-21.68,-25.049,-15.039,-18.262,-20.41,-16.064,9.2773,-7.8125,-6.3477
-17.188,-15.674,-15.234,-16.504,-19.189,-24.023,-11.865,-18.457,-16.846,-19.434,-21.24,-26.318,-22.559,-16.064,-16.016,-20.068,-23.145,-26.318,-15.625,-18.555,-20.02,-14.99,4.8828,-11.719,-10.254
-15.137,-10.303,-11.67,-11.719,-15.967,-18.75,-7.9102,-10.352,-11.23,-12.061,-16.748,-19.678,-18.213,-7.0801,-9.2285,-10.107,-12.695,-16.357,-5.6152,-6.1523,-7.6172,-3.5156,2.4414,-8.3008,-8.3008
-15.186,-9.4727,-9.2773,-11.23,-15.137,-18.018,-5.2734,-8.4473,-7.4219,-9.1797,-12.744,-18.213,-17.236,-3.0762,-4.0039,-5.7129,-9.4727,-13.965,-2.1973,-2.8809,-5.8594,-2.7344,3.418,-7.8125,-8.3008
-14.746,-5.0781,-7.9102,-7.959,-12.695,-13.184,-2.9785,-4.4922,-5.127,-6.1035,-10.645,-13.184,-14.99,-0.3418,-1.7578,-1.5137,-5.0781,-8.4961,0.43945,0.097656,-2.002,-1.8555,0.48828,-10.742,-8.7891
-9.2285,0.097656,-3.3203,-2.002,-4.8828,-1.3672,1.8555,3.125,0.97656,2.4414,-1.5625,0.53711,-0.73242,8.8867,4.834,6.4453,4.3457,1.6113,6.5918,7.2266,6.1035,4.4922,8.7891,-1.4648,0.48828
-11.572,-1.7578,-4.541,-3.2227,-6.4453,-5.0293,1.8555,2.6367,1.123,0.68359,-1.6602,0.53711,-4.2969,7.0313,4.834,5.957,3.1738,0.97656,6.25,7.5195,6.2988,5.4199,1.9531,-6.8359,-4.3945
-17.188,-5.0781,-9.1309,-8.3008,-10.889,-9.4238,-1.3672,-0.87891,-4.6387,-4.3457,-7.4219,-3.2715,-8.3496,2.3926,-0.97656,-0.39063,-0.92773,-3.0273,1.5137,3.1738,2.002,3.5156,4.8828,-8.3008,-0.97656
-18.652,-7.3242,-11.279,-9.6191,-14.111,-11.23,-3.0762,-3.2715,-7.0313,-7.1289,-9.6191,-4.6875,-10.303,1.123,-3.6621,-1.8066,-3.7598,-5.2246,-0.68359,1.2695,-0.83008,2.6367,-0.97656,-7.3242,-2.4414
-16.455,-10.303,-10.352,-11.719,-12.207,-14.16,-3.5645,-7.5684,-6.8359,-10.4,-8.7891,-9.7656,-13.135,-2.8809,-4.4434,-4.541,-5.2734,-6.8359,-1.709,1.123,-0.39063,5.2734,1.4648,-9.2773,-12.207
-14.453,-8.9355,-9.082,-11.182,-9.8145,-10.791,-1.2207,-6.5918,-6.2988,-9.2285,-6.8848,-6.1035,-6.4941,-2.6367,-3.3203,-3.6621,-3.0273,-4.1504,0.24414,2.2461,1.2207,7.8613,6.8359,-5.3711,-2.9297
-14.453,-2.9297,-8.9355,-6.8848,-10.156,-5.5176,4.0527,0.19531,-5.4199,-4.7852,-6.6406,-1.2695,-3.8086,4.3945,-1.9531,1.2207,-0.97656,-1.3672,4.0039,4.248,3.125,10.547,4.8828,-11.23,-4.3945
-12.158,-8.6914,-9.7168,-11.914,-8.0566,-7.2266,2.1973,-6.2988,-6.6895,-10.645,-7.2754,-5.2246,-2.4902,-2.4414,-3.1738,-5.2734,-2.832,-2.6367,1.416,2.6367,0.43945,8.8867,2.4414,-7.8125,-11.719
-14.014,-9.1309,-12.109,-11.182,-11.572,-8.2031,-0.3418,-8.1543,-11.133,-11.914,-10.254,-5.0781,-5.957,-3.8574,-8.7402,-7.6172,-6.8359,-5.0293,-3.9063,-3.1738,-4.0527,2.6367,5.3711,-2.9297,-3.9063
-18.213,-9.2285,-14.746,-12.207,-16.406,-13.086,-1.123,-7.5684,-13.281,-13.965,-14.502,-10.059,-12.451,-4.1504,-12.012,-10.4,-10.059,-9.1309,-6.7871,-7.2754,-8.0566,-2.5391,7.3242,-4.8828,-6.3477
-14.063,-8.0078,-10.791,-12.109,-14.307,-13.867,-0.43945,-8.4961,-11.328,-14.453,-14.111,-11.768,-11.621,-6.5918,-11.719,-12.988,-12.012,-12.451,-10.498,-10.889,-12.354,-9.8633,0.97656,-1.9531,-0.97656
-13.428,-3.3691,-9.7168,-8.4473,-13.623,-12.158,-0.3418,-5.2246,-10.889,-10.4,-13.672,-10.156,-13.965,-5.0293,-12.207,-10.205,-12.5,-14.453,-12.402,-11.816,-14.111,-14.209,2.4414,-2.9297,-6.8359
-14.355,-5.0293,-9.668,-9.6191,-13.574,-13.33,-1.8066,-6.3477,-11.133,-11.279,-13.672,-11.816,-15.576,-7.2266,-12.207,-10.596,-12.988,-16.357,-13.232,-13.574,-15.43,-18.359,2.4414,-9.2773,-4.8828
-7.373,2.1973,-4.3457,-3.125,-8.1543,-5.4199,3.5156,-0.63477,-5.4199,-4.7363,-7.5195,-5.0293,-8.5938,-0.048828,-5.8594,-3.418,-7.4219,-9.668,-5.6152,-6.5918,-9.2285,-10.303,7.8125,-1.4648,-9.2773
-8.3984,-2.4902,-6.4941,-6.6406,-9.7656,-8.3984,1.9043,-4.2969,-7.7637,-9.1309,-9.1797,-8.3008,-8.1055,-3.5156,-6.6895,-6.8359,-7.9102,-9.7656,-5.4199,-6.8359,-9.4238,-8.4473,7.8125,0.97656,-6.3477
-9.2773,-6.2012,-9.6191,-9.4238,-10.352,-7.4219,-3.0273,-8.4473,-11.426,-10.645,-10.889,-8.2031,-8.3984,-6.0547,-9.1309,-8.1543,-9.9609,-10.645,-7.666,-8.1543,-10.791,-8.6426,1.4648,-0.97656,-7.3242
-12.451,-13.135,-13.33,-15.283,-14.795,-17.725,-8.4961,-15.869,-15.039,-16.26,-14.844,-16.309,-13.086,-11.523,-11.621,-13.477,-15.186,-15.869,-12.109,-12.646,-14.355,-11.865,7.8125,1.4648,-0.97656
-14.355,-12.158,-15.234,-14.648,-17.383,-17.236,-12.549,-15.625,-16.748,-16.162,-18.896,-17.871,-15.576,-11.914,-14.746,-13.379,-15.381,-16.699,-11.426,-12.354,-13.77,-10.645,1.4648,2.4414,-0.97656
-17.334,-16.357,-17.383,-19.287,-20.654,-22.559,-18.213,-20.557,-18.262,-19.824,-20.557,-22.705,-19.092,-15.381,-15.039,-16.064,-18.896,-21.289,-13.086,-13.672,-15.527,-13.135,-3.9063,-7.8125,-9.2773
-6.5918,-5.5664,-4.4922,-8.0566,-9.1309,-12.305,-3.9551,-7.5195,-4.9805,-7.7148,-8.5449,-12.5,-7.2266,-1.8066,-1.8555,-2.8809,-6.1523,-9.9121,-0.97656,-0.68359,-3.9063,-0.68359,6.3477,2.9297,2.9297
-3.8086,-4.0039,-2.4414,-5.7129,-4.8828,-6.8848,-4.0039,-4.3457,-1.9531,-4.541,-4.9805,-7.9102,-4.0039,0.92773,1.2207,-0.48828,-3.3691,-7.4219,1.8555,1.0742,-2.2949,0.83008,5.3711,0.48828,0.97656
1.0254,3.7109,5.0781,2.5879,2.9297,1.4648,4.7852,5.6152,6.6406,5.0781,4.541,4.1016,5.1758,10.986,9.8633,9.1309,5.3711,2.2461,11.035,10.01,6.543,11.621,8.3008,10.254,-0.97656
-1.9531,5.4199,2.2461,3.6133,1.5137,3.2227,3.3203,7.0801,3.5156,5.5176,3.3691,6.4453,2.5879,10.596,6.9336,7.7637,5.5176,2.6367,8.6426,7.9102,5.2734,9.9609,4.3945,-5.3711,-4.8828
3.3691,7.4219,7.0801,6.1035,6.9824,6.2988,9.1309,8.4961,8.252,6.7871,9.1309,9.4727,8.6426,10.4,9.7168,7.5684,7.2754,5.6641,8.5449,7.5195,5.7129,9.1309,4.8828,-3.418,-1.9531
2.5879,8.9355,6.0547,8.3008,5.7129,6.3965,7.9102,8.7402,6.0059,6.6406,6.543,9.3262,6.3477,9.1797,5.7129,6.4453,6.1523,5.1758,5.4688,4.9316,3.5156,6.7871,8.3008,0,-1.9531
4.248,10.156,8.2031,9.9609,6.4453,5.6641,7.5684,9.0332,7.373,8.0078,6.5918,7.5684,1.8555,7.666,5.5176,5.2246,4.7852,4.0039,3.6133,2.7832,1.8555,4.3457,7.3242,2.4414,1.9531
7.5684,12.012,10.742,14.355,10.498,10.693,6.3965,9.8145,8.9355,12.451,9.9609,12.207,5.6152,6.4453,6.2988,7.8125,7.5684,7.959,3.1738,3.7598,4.8828,4.248,4.8828,-1.4648,-2.4414
8.3008,12.305,10.742,16.699,13.281,14.453,3.6621,9.5215,8.6914,15.283,12.646,15.283,7.373,5.0293,6.3477,9.6191,12.109,12.305,4.541,6.543,8.0566,6.543,4.8828,0.48828,0.48828
